Predict,Id,stack,xgb,lgb,Predict,Predict
4.998941912,370,4.97730912,5.136562824,5.068443043,5.097185612,4.998941912
6.097528414,371,6.073498922,6.489840031,6.094915126,7.377995491,6.097528414
5.707114329,372,5.707582589,5.60785532,5.737703278,5.758756638,5.707114329
5.835052614,373,5.755231666,6.672439575,5.981635349,9.045391083,9.045391083
5.46026882,374,5.471191339,5.511499405,5.384938444,6.369655609,5.46026882
6.13243297,375,6.070057914,6.71226263,6.271823378,7.024651527,6.13243297
4.869799023,376,4.82468761,5.1379776,5.021000367,5.075559616,4.869799023
6.478172154,377,6.494257623,7.105728149,6.183197576,6.744421482,6.478172154
4.775137148,378,4.781194386,4.967134953,4.678832628,4.535617352,4.775137148
5.456775935,379,5.500961703,5.218898296,5.300410929,4.784644127,5.456775935
5.590530249,380,5.53731314,6.232601643,5.660330917,6.272966862,5.590530249
6.502137238,381,6.507609771,7.050693512,6.290098259,5.277722836,6.502137238
5.432799142,382,5.416840589,4.9296875,5.685615246,4.757621288,5.432799142
5.139312644,383,5.11264311,5.206349373,5.259204543,4.865400314,5.139312644
5.675382211,384,5.656469372,5.733102798,5.757010366,5.900226593,5.675382211
5.031907424,385,5.045024003,4.894452095,5.007770777,4.740873337,5.031907424
5.772897395,386,5.815619441,5.447399616,5.653545739,5.306407452,5.772897395
5.217743579,387,5.252474894,5.105463028,5.069936665,5.333586216,5.217743579
5.386120376,388,5.378731697,5.374811649,5.429296158,5.2725811,5.386120376
5.854893781,389,5.885466622,5.789422989,5.713662225,6.209450722,5.854893781
6.396579213,390,6.451234494,5.965973854,6.248619543,5.633948803,6.396579213
5.20771853,391,5.248480261,4.890752316,5.095977995,5.15065527,5.20771853
4.954605072,392,4.914186463,5.089890003,5.125075893,4.904952049,4.954605072
5.908771432,393,5.956001948,5.495573521,5.794607864,5.561832428,5.908771432
6.203876844,394,6.017473194,6.845118046,6.984282461,6.824811459,6.203876844
6.136500395,395,6.094408801,6.59169054,6.209258767,5.952420235,6.136500395
4.740821471,396,4.732365865,4.705413818,4.797720569,4.549284458,4.740821471
6.280026828,397,6.339147055,5.930644512,6.081179605,6.24498558,6.280026828
5.656991218,398,5.688883336,5.549537182,5.522717814,5.485229015,5.656991218
5.749922151,399,5.728721563,5.807222843,5.843891768,6.01007843,5.749922151
5.201045941,400,5.176970733,5.552086353,5.212433615,5.495252132,5.201045941
6.644555038,401,6.470281903,7.968300819,7.132763049,7.722949028,6.644555038
4.969647633,402,4.962425377,4.901059151,5.031029118,4.665099621,4.969647633
5.294759382,403,5.2889558,5.086946011,5.394982983,5.094624043,5.294759382
5.55825897,404,5.587474145,5.320234776,5.481786063,5.257537365,5.55825897
5.26666891,405,5.3196351,5.023758411,5.065152733,4.991872787,5.26666891
7.296429929,406,7.369352607,7.105935097,6.971007213,7.351399899,7.296429929
4.826114738,407,4.828646561,4.895303249,4.789548848,4.506966591,4.826114738
6.139271788,408,6.00135366,6.999908447,6.587956171,6.202356815,6.139271788
5.476266118,409,5.484269049,5.218103409,5.519638018,4.981048584,5.476266118
5.574161293,410,5.548291351,5.540555477,5.723336176,5.550563812,5.574161293
6.71878363,411,6.73314941,6.73950386,6.635259437,7.237010956,6.71878363
5.586511694,412,5.593240376,5.303314686,5.645024311,5.644073963,5.586511694
6.724677849,413,6.687246023,7.098042488,6.799859418,6.031319618,6.724677849
5.22072594,414,5.232804828,5.097790241,5.197283728,4.235845566,5.22072594
5.510695228,415,5.48060393,5.820586681,5.567884998,5.316603184,5.510695228
6.444744501,416,6.488842045,6.228528023,6.281629758,6.247873306,6.444744501
5.444697679,417,5.468000342,5.461597443,5.314783554,5.300858974,5.444697679
5.870285234,418,5.90228563,5.735795498,5.744446367,5.379179955,5.870285234
5.171680918,419,5.195891561,5.169528484,5.043274888,5.488028526,5.171680918
5.58061155,420,5.541663762,5.671539307,5.758023833,5.342533588,5.58061155
5.346512858,421,5.436564789,4.754914284,5.063435394,4.682453156,5.346512858
5.893565974,422,5.959448018,5.968659878,5.51716369,5.245670319,5.893565974
5.732314843,423,5.773141053,5.556893826,5.573048688,5.513328552,5.732314843
5.43640327,424,5.475709347,5.064705372,5.350670079,5.579740524,5.43640327
6.650614988,425,6.503852986,7.868089676,7.02752077,6.997522831,6.650614988
5.419959579,426,5.40518672,5.46400404,5.484066595,5.216187,5.419959579
5.240463254,427,5.220871027,5.273110867,5.334072597,5.17026329,5.240463254
5.431130141,428,5.4200835,5.183362484,5.572634817,5.503682137,5.431130141
5.743105178,429,5.690443969,5.843807697,5.990397336,6.043610096,5.743105178
5.518422287,430,5.51088433,5.24109745,5.65106622,5.704191685,5.518422287
5.241686303,431,5.216075361,5.701005459,5.225171609,5.743690014,5.241686303
5.986179001,432,5.955593496,5.932130814,6.167317753,6.295719147,5.986179001
5.164739668,433,5.183747866,4.949403763,5.135141269,4.584660053,5.164739668
5.347135797,434,5.387438026,5.261516094,5.160730519,5.117611885,5.347135797
5.901971641,435,5.908571058,5.865667343,5.878876145,5.422457695,5.901971641
6.247882926,436,6.201931484,6.113943577,6.537603773,5.426396847,6.247882926
6.497729756,437,6.571638527,6.37147522,6.145634405,5.985324383,6.497729756
6.049650063,438,6.028435133,6.084706306,6.151110979,6.634888172,6.049650063
6.496130951,439,6.520590983,6.680699348,6.304154564,5.638560772,6.496130951
5.207496506,440,5.148723177,5.355843544,5.471505124,5.224814415,5.207496506
6.177291932,441,6.187753547,6.121576786,6.140068287,5.952203751,6.177291932
5.539938653,442,5.531567172,5.515747547,5.592650211,5.153066635,5.539938653
5.38990126,443,5.365577034,5.458296776,5.496831842,5.337059498,5.38990126
6.079881263,444,6.110781228,6.116625786,5.902833313,5.699268818,6.079881263
6.099114819,445,6.12732325,5.896579742,6.016181587,5.940148354,6.099114819
5.794221889,446,5.832969845,5.633914948,5.641001732,5.527060509,5.794221889
5.882072114,447,5.975523152,5.684624672,5.449482315,5.516093731,5.882072114
5.594247695,448,5.660272302,5.189366817,5.37707671,5.276896,5.594247695
6.307870164,449,6.220468078,6.469068527,6.720281838,6.221542835,6.307870164
6.01621523,450,6.055331042,5.579846382,5.953053813,6.06445694,6.01621523
5.704980745,451,5.722662723,5.599205971,5.64593508,5.624352455,5.704980745
5.631560023,452,5.645306385,5.602098465,5.568066534,5.489962578,5.631560023
6.029624426,454,6.058696773,6.045719147,5.869206924,5.725056648,6.029624426
6.278581419,455,6.293432334,6.356857777,6.173284343,6.271558285,6.278581419
5.675494216,456,5.698806152,5.563794613,5.588396967,5.888399124,5.675494216
6.041442376,457,6.101586119,5.801890373,5.800526373,5.917448044,6.041442376
5.761897646,458,5.787261706,5.707519054,5.644748857,5.302819729,5.761897646
6.347993139,459,6.361599172,6.500837326,6.224479611,6.684290409,6.347993139
5.827263713,460,5.816496983,5.937076092,5.848082107,6.184064388,5.827263713
5.630390071,461,5.575806128,5.844833374,5.850023372,5.42208147,5.630390071
5.968728044,462,5.98130144,6.183682442,5.830018385,6.083335876,5.968728044
6.502790654,463,6.522645092,6.73759985,6.318630544,7.069213867,6.502790654
6.435221946,464,6.433129001,6.838830471,6.311848067,6.818976402,6.435221946
5.848890987,465,5.879540651,5.738699436,5.72215663,5.880556107,5.848890987
5.571625629,466,5.588868752,5.419022083,5.530530034,5.304158211,5.571625629
5.349448949,467,5.355959549,5.361785889,5.310613437,5.115875244,5.349448949
5.865933677,468,5.915394189,5.597033501,5.691777675,5.669542313,5.865933677
6.03686658,469,6.049090634,6.076974392,5.958302396,5.717794418,6.03686658
6.241038748,470,6.26591222,6.189583302,6.12553197,6.280033588,6.241038748
5.421750995,471,5.430804353,5.36276865,5.39312716,5.147552967,5.421750995
5.755743995,472,5.774872017,5.55378437,5.721047753,5.822865963,5.755743995
5.554554124,473,5.607300712,5.249864578,5.37480221,5.061474323,5.554554124
5.679069547,474,5.73286078,5.502478123,5.451046659,5.292272091,5.679069547
5.355485201,475,5.385939167,5.073778629,5.286966241,5.2397995,5.355485201
5.537519783,476,5.555924288,5.379727364,5.491959857,5.389624596,5.537519783
5.552518614,477,5.579561483,5.403243065,5.458048418,5.306646347,5.552518614
5.92967386,478,5.965121101,5.882030964,5.756502754,5.672504902,5.92967386
5.599481502,479,5.608052442,5.59483242,5.555319554,5.504619122,5.599481502
5.544402953,480,5.577073031,5.267403603,5.462495613,5.182953835,5.544402953
5.408252321,481,5.457191185,5.13860321,5.237128003,5.043121338,5.408252321
5.456938635,482,5.484757647,5.284648895,5.366000401,5.538329601,5.456938635
5.146455706,483,5.128876224,5.157859325,5.23641174,4.889231205,5.146455706
5.795087108,484,5.747296836,5.918945313,6.00868237,6.153505802,5.795087108
5.688746454,485,5.715562188,5.655817032,5.556705556,5.846045017,5.688746454
5.439193239,486,5.449142466,5.291347027,5.435412809,5.2762537,5.439193239
5.275092908,487,5.297655696,5.129716396,5.203216874,4.905135632,5.275092908
5.569360905,488,5.552216327,5.564412117,5.66244813,5.16934824,5.569360905
5.486156707,489,5.543211146,5.152950287,5.292935173,5.204017162,5.486156707
5.46174854,490,5.51787857,5.050058365,5.299618442,4.993940353,5.46174854
5.475712796,491,5.493932522,5.301204681,5.436710215,5.280442715,5.475712796
5.319562331,492,5.358997737,5.110452175,5.17894355,5.07521534,5.319562331
5.454563982,493,5.497959893,5.103486061,5.340145058,5.098637104,5.454563982
5.427158994,494,5.474488356,5.238567352,5.237599533,5.317968845,5.427158994
5.348499124,495,5.359386729,5.141756058,5.35934629,4.781766415,5.348499124
5.562567355,496,5.584913105,5.560074329,5.444220991,5.407078743,5.562567355
5.57428335,497,5.610796192,5.354580879,5.452782355,5.358353138,5.57428335
5.41199971,498,5.439202383,5.220321655,5.330811357,5.358054161,5.41199971
5.254531564,499,5.269814495,5.096379757,5.225739746,5.217419147,5.254531564
5.13529195,500,5.129778373,5.098292351,5.177030933,5.156534672,5.13529195
5.411051049,501,5.389733437,5.489081383,5.498734747,5.146420479,5.411051049
5.175635753,502,5.188347393,5.075417042,5.141246537,4.918806076,5.175635753
5.100800418,503,5.098560384,5.060940266,5.126033947,4.959011555,5.100800418
5.403365209,504,5.414806449,5.26989603,5.386834868,5.286247253,5.403365209
5.482559525,505,5.504673721,5.283385277,5.431008484,5.546788692,5.482559525
5.417235525,506,5.43510878,5.403674603,5.326431728,5.869412422,5.417235525
5.601385535,507,5.63020942,5.40090847,5.514483794,5.519729137,5.601385535
5.370223358,508,5.387623402,5.222430229,5.3266875,5.446426868,5.370223358
5.28155245,509,5.350877914,4.951546669,5.021818534,5.018880367,5.28155245
5.329363233,510,5.354840628,5.141239166,5.256191817,5.19132185,5.329363233
5.461047319,511,5.551931532,4.943559647,5.14882737,5.377769947,5.461047319
5.337736027,512,5.354977976,5.207289219,5.289261157,5.38514328,5.337736027
5.254187443,513,5.243380914,5.275681496,5.30465754,5.472238541,5.254187443
5.624194665,514,5.635306075,5.365008831,5.651329126,5.256315231,5.624194665
5.618377969,515,5.645026936,5.460474968,5.528884442,5.375205994,5.618377969
5.675656139,516,5.703598097,5.411123276,5.614809863,5.236646652,5.675656139
5.847719206,517,5.828020188,5.908271313,5.932596479,5.920135975,5.847719206
5.66601923,518,5.694311128,5.415708065,5.598566041,5.554198265,5.66601923
5.58147011,519,5.629220313,5.326520443,5.411785466,5.475969315,5.58147011
5.391016984,520,5.404845798,5.283115387,5.353230465,5.173450947,5.391016984
5.975799996,521,6.004878423,6.041361332,5.798861151,5.660443306,5.975799996
5.31903121,522,5.32949043,5.2056036,5.301057827,5.124401093,5.31903121
5.277942745,523,5.25075953,5.343829155,5.400957677,5.105422974,5.277942745
5.61687238,524,5.576003911,5.749800205,5.790528273,6.169277668,5.61687238
5.110171732,525,5.121546418,5.008893967,5.083265918,5.037750244,5.110171732
5.411204337,526,5.418953959,5.539810658,5.327004248,5.541642666,5.411204337
5.299108576,527,5.318550049,5.217400074,5.222656848,5.089722157,5.299108576
5.644620541,528,5.641541742,5.715367317,5.637458584,5.720850468,5.644620541
5.320527252,529,5.344254915,5.172256947,5.243403188,4.928189754,5.320527252
5.3317973,530,5.355550589,5.1804533,5.25556097,5.255954266,5.3317973
5.537935592,531,5.548269435,5.367511272,5.539629791,5.460248947,5.537935592
4.93768916,532,4.92434872,4.853762627,5.036813662,4.630731583,4.93768916
5.273591377,533,5.288646254,5.104786873,5.249566911,4.844601154,5.273591377
5.209241872,534,5.207722501,5.285177231,5.192033393,5.12016964,5.209241872
5.239130299,535,5.263650671,5.09833765,5.155285904,4.930657864,5.239130299
5.286391118,536,5.321839836,5.036112309,5.180757438,5.204746723,5.286391118
5.226697648,537,5.242149695,5.186618328,5.157646425,5.136962891,5.226697648
5.459561282,538,5.482817484,5.19494009,5.423735303,4.761336803,5.459561282
5.549551065,539,5.557087678,5.515105724,5.520837578,5.275185585,5.549551065
4.962648949,540,4.93121527,4.989140034,5.121464871,4.794706821,4.962648949
5.165884417,541,5.18372144,5.136291504,5.080617968,4.964923859,5.165884417
5.148958064,542,5.151699756,5.126434803,5.141843342,5.112466812,5.148958064
5.108859122,543,5.125554113,4.974319458,5.064665664,5.937484264,5.108859122
5.277792223,544,5.295460617,5.272482395,5.185330648,5.262187004,5.277792223
5.25231948,545,5.227598154,5.630488873,5.258110051,5.46683979,5.25231948
6.147364938,546,6.132731541,6.469143391,6.118150159,5.906351566,6.147364938
5.136309675,547,5.151647272,4.972944736,5.108964097,4.913534641,5.136309675
6.170055325,548,6.151883237,6.43114233,6.179944005,5.737964153,6.170055325
5.774005883,549,5.736609248,5.955138683,5.913076967,5.978359222,5.774005883
5.127342735,550,5.114703595,5.387387276,5.10806997,5.343637466,5.127342735
6.128677905,551,6.117719099,6.507054329,6.060999318,6.615533352,6.128677905
5.273759515,552,5.247870599,5.825164795,5.228031936,5.453875542,5.273759515
6.612163968,553,6.525054772,8.033187866,6.603071672,7.651010036,6.612163968
5.743607103,555,5.69057411,6.52756691,5.765129795,5.495717525,5.743607103
6.087912079,556,6.100849828,6.346262455,5.932793881,6.833865166,6.087912079
5.605618316,557,5.608411455,6.053142071,5.441547028,6.732297897,5.605618316
5.257590529,558,5.268898512,5.430076122,5.13978609,5.099672794,5.257590529
5.337317781,559,5.308758001,5.439743519,5.455494733,5.408913612,5.337317781
5.742261416,561,5.71417067,5.777606487,5.880297078,5.650043964,5.742261416
5.2328044,562,5.24745885,5.050380707,5.215455192,4.822100163,5.2328044
5.674116723,563,5.648546788,5.413691521,5.89729815,5.968539715,5.674116723
5.225715703,564,5.217709065,5.236572266,5.264798797,5.372886658,5.225715703
4.95351864,565,4.939963113,5.027813435,5.001049889,4.863591671,4.95351864
5.820000564,567,5.848637527,5.509600639,5.770736732,5.622888088,5.820000564
6.135774874,568,6.203120288,5.633524418,5.944016071,5.906629562,6.135774874
6.120522495,569,6.093859041,6.475592613,6.144370795,6.095143318,6.120522495
5.518121668,570,5.533884544,5.274939537,5.515113706,5.050245285,5.518121668
6.577018748,571,6.424520353,6.879690647,7.28945281,6.882423401,6.577018748
6.183858105,572,6.191983041,6.062319756,6.18103786,6.561891556,6.183858105
4.989026116,573,4.980379581,5.18082428,4.971208207,4.619031906,4.989026116
5.381145048,574,5.388424709,5.389046669,5.339686314,5.545024872,5.381145048
5.851661093,576,5.839080582,5.865484715,5.914149155,5.99044466,5.851661093
6.316351694,577,6.290432987,6.983777523,6.232109406,6.681120872,6.316351694
4.983045945,578,4.989181032,5.220340729,4.871227102,4.607409477,4.983045945
6.110900277,579,6.095673001,6.375373363,6.103954643,6.199340343,6.110900277
5.672913315,580,5.647765514,5.952383995,5.713878068,5.334969044,5.672913315
4.816976742,581,4.806678396,5.014974594,4.805902008,4.818619251,4.816976742
5.12287989,582,5.088067639,5.189414024,5.286367181,5.631669521,5.12287989
4.90350436,583,4.881561772,5.038403034,4.975565192,5.01199007,4.90350436
5.911989818,584,5.869899368,6.281379223,6.013342337,5.852067471,5.911989818
4.834095457,585,4.799699258,4.723387241,5.054444553,4.541965961,4.834095457
5.36104164,586,5.336077012,5.262244701,5.527118555,5.175346375,5.36104164
6.209875069,587,6.210243976,6.310993671,6.174201246,5.774959087,6.209875069
5.044973189,588,5.04038273,5.001641273,5.083899528,5.043426037,5.044973189
4.927889955,589,4.909530627,5.067272186,4.979345626,5.763818264,4.927889955
6.063616051,592,5.997461745,6.959722996,6.117736619,7.065557003,6.063616051
5.067505137,593,5.063716951,5.128044128,5.06752901,5.166658878,5.067505137
5.74683739,594,5.727086153,5.810516834,5.830950757,5.550720692,5.74683739
5.314954415,595,5.329113155,5.153576851,5.293233697,5.007152081,5.314954415
5.358199271,596,5.355725322,5.50187254,5.323502456,5.460566521,5.358199271
5.149365154,597,5.136766856,5.161643982,5.212463055,5.682516098,5.149365154
5.765700321,598,5.689639057,6.076285362,6.06783209,5.355088711,5.765700321
6.777701243,600,6.728557697,7.537053108,6.786682823,7.647017479,6.777701243
6.05189997,601,6.112032399,6.077896595,5.722528021,6.229809284,6.05189997
5.904619998,602,5.955632372,5.819106102,5.66105864,5.696153641,5.904619998
5.944520723,603,5.96209635,5.728440762,5.922810662,5.417133808,5.944520723
5.930635861,604,5.871100987,5.840725899,6.27812518,6.066335678,5.930635861
5.149978343,607,5.093929,5.791410923,5.235097353,6.526028156,5.149978343
5.51452563,608,5.471205032,5.280948162,5.823427938,5.293862343,5.51452563
5.617659867,609,5.565285147,5.925706387,5.79430945,5.662650108,5.617659867
5.21236314,610,5.15066099,5.291264534,5.51514077,5.141703606,5.21236314
5.47332458,611,5.519715324,5.189784527,5.32042055,5.62774992,5.47332458
4.909257461,612,4.85223153,5.038106441,5.1704461,4.744232178,4.909257461
5.899379465,613,5.857647149,5.990587234,6.09154915,6.162376881,5.899379465
6.946453395,614,6.907157126,7.865389824,6.849721229,8.049301147,8.049301147
6.688838348,616,6.64921012,6.855170727,6.844744771,7.378234386,6.688838348
5.117350205,617,5.132307566,5.260556221,4.989842233,4.858788967,5.117350205
6.627947864,618,6.676560778,6.282211781,6.483924234,7.662544727,6.627947864
5.457178219,619,5.393847068,5.564274311,5.759245701,5.78375721,5.457178219
6.052233625,621,6.091437006,5.692874432,5.962935206,5.802700996,6.052233625
6.33352108,622,6.215440514,6.7081213,6.838417359,6.695388317,6.33352108
6.167302447,623,6.146714589,6.467971802,6.176881239,5.836061001,6.167302447
5.891831807,624,5.856584707,6.339628696,5.93055071,5.765295029,5.891831807
5.080287094,625,5.08397393,5.177788734,5.028123421,5.192507267,5.080287094
5.684712825,626,5.701986928,5.794275761,5.556063216,5.528988838,5.684712825
5.174858362,627,5.179347831,5.146313667,5.160429342,5.433224678,5.174858362
5.726615586,628,5.605563813,6.441306591,6.133994744,6.879400253,5.726615586
4.923007278,629,4.916736124,5.035140038,4.919075889,4.957318306,4.923007278
5.805339333,630,5.819845133,5.707517147,5.760582425,5.814767361,5.805339333
5.146291768,631,5.112680948,5.59994936,5.174330278,5.365889549,5.146291768
5.582421375,632,5.582320726,5.528695107,5.600866965,4.391047955,5.582421375
5.095719952,633,5.10708036,4.93803978,5.087691163,4.628902435,5.095719952
5.521808474,634,5.536306077,5.495616913,5.453218486,4.946451187,5.521808474
5.081496824,635,5.030282085,5.443226814,5.234065478,5.750054359,5.081496824
6.240001109,636,6.212067,6.206678867,6.400090473,6.639946938,6.240001109
5.66780756,637,5.633037946,5.50224638,5.908432481,5.472643852,5.66780756
5.532120625,638,5.487470692,6.155856133,5.562341727,5.297877312,5.532120625
5.09191929,639,5.093008584,5.235153198,5.038365009,5.018086433,5.09191929
5.466198297,640,5.477142585,5.504179478,5.395168327,5.175255775,5.466198297
5.971077644,641,6.028191758,5.661678314,5.769602147,5.557859898,5.971077644
5.435613412,642,5.430755463,5.508672714,5.437169413,6.697134495,5.435613412
7.131416055,643,7.158094482,7.154702187,6.981368951,8.285339355,8.285339355
5.664554821,644,5.654118729,5.853021622,5.65739167,5.526547909,5.664554821
5.101125951,645,5.112842039,4.97510004,5.080648748,5.03759861,5.101125951
6.466761626,646,6.391432744,6.579931259,6.830792415,6.394897461,6.466761626
5.110083828,647,5.113192553,4.99074173,5.133284605,4.56956768,5.110083828
5.289593525,648,5.300628857,5.242255211,5.246517816,5.778744221,5.289593525
5.78025384,649,5.741539472,5.717290878,6.007718007,5.99257803,5.78025384
5.659689721,650,5.629897332,6.103859901,5.670525653,5.980459213,5.659689721
5.814824892,651,5.816949634,5.611035347,5.871422822,5.038511276,5.814824892
5.189365316,652,5.202300493,5.476829052,5.024556338,5.253201962,5.189365316
5.839977435,653,5.804890085,5.860122681,6.020394767,5.303888798,5.839977435
5.520232428,654,5.521383187,5.419287682,5.547743293,5.413656712,5.520232428
6.109734929,655,6.162415496,6.042780399,5.85109012,6.780160427,6.109734929
5.668744881,656,5.721765406,5.527121067,5.433176564,5.22898674,5.668744881
5.800576351,657,5.791557591,5.663331985,5.894424411,6.689464569,5.800576351
6.716022086,658,6.707744092,7.050889015,6.648549043,8.253378868,8.253378868
5.014920186,659,4.996200583,5.180960178,5.059411366,5.059203625,5.014920186
5.367274348,660,5.317649812,5.337491512,5.64186611,5.824500561,5.367274348
6.151403507,661,6.123384694,5.966035366,6.362626436,5.797691822,6.151403507
6.170936227,662,6.146590062,6.471373558,6.200636706,6.148384571,6.170936227
6.593945853,663,6.652146262,6.393444061,6.350377645,6.013666153,6.593945853
6.326410209,664,6.246963712,6.754370689,6.607471289,5.89572525,6.326410209
4.851942612,665,4.754528318,5.191273689,5.258375154,5.18197298,4.851942612
5.67560339,666,5.628904106,5.688484192,5.920372599,5.581600666,5.67560339
5.553442283,667,5.515944652,5.565853596,5.749292505,5.955825806,5.553442283
5.29692643,668,5.276564116,5.583948135,5.309851417,5.255034924,5.29692643
5.85183855,669,5.829445384,5.558241844,6.069134219,6.206909657,5.85183855
5.295595554,670,5.349694195,5.068399906,5.08280135,4.936834812,5.295595554
5.959840678,671,5.996413544,5.674412727,5.859928002,5.408394814,5.959840678
4.975817706,672,4.974728253,4.909321785,5.003793369,4.8767066,4.975817706
5.214676471,673,5.224911226,5.371595383,5.107784728,4.882001877,5.214676471
5.309984748,674,5.33443332,4.977722645,5.290346357,4.714260101,5.309984748
5.634766132,675,5.605875144,5.873174191,5.709382089,5.567241192,5.634766132
6.066225319,676,6.102961166,5.9916749,5.895150819,5.368948936,6.066225319
4.911395948,677,4.931716386,4.96264267,4.785938001,4.870495796,4.911395948
5.383182975,678,5.426707747,5.266226292,5.190036338,5.169270992,5.383182975
5.139604767,679,5.144300891,5.128828049,5.118150928,5.08846426,5.139604767
5.705844226,680,5.668851609,5.939770699,5.825162614,5.499015331,5.705844226
5.640052912,681,5.607954646,5.880313396,5.731156796,5.173733711,5.640052912
6.295606035,682,6.16294318,6.483778,6.940417154,7.622804642,6.295606035
6.249746875,683,6.258608562,6.443136215,6.138021389,6.548667431,6.249746875
5.827336399,684,5.827662419,6.051157951,5.750990321,5.503278255,5.827336399
5.298967673,685,5.329377339,5.085254192,5.208020575,5.197786331,5.298967673
4.97818205,686,4.933664907,5.220079899,5.13497416,4.999640465,4.97818205
6.088971334,687,6.115552925,5.959975243,5.990201582,5.627805233,6.088971334
5.271270731,688,5.283723248,4.990503311,5.298446392,4.786252499,5.271270731
5.765237039,689,5.76385683,5.807836533,5.758398284,5.894804478,5.765237039
5.568968745,690,5.517739044,5.540318966,5.8517437,5.824584484,5.568968745
5.714170384,691,5.756146053,5.334057808,5.617004341,5.602042198,5.714170384
5.187032817,692,5.11203024,5.553599358,5.464857637,4.32783699,5.187032817
5.912666161,693,5.891214458,6.074847221,5.973014773,6.258117676,5.912666161
6.074128965,694,6.043666886,6.970414639,5.937831532,6.434681416,6.074128965
5.136249606,695,5.093722431,5.467569828,5.252621128,5.446732998,5.136249606
5.097471104,696,5.143460087,4.77290535,4.960385091,4.282752037,5.097471104
5.055407847,697,5.062032787,5.12197876,4.997884408,4.628399849,5.055407847
5.018030372,698,4.977917931,5.172105312,5.18060504,4.957685947,5.018030372
6.140410177,699,6.048100366,6.317768574,6.573609663,7.232240677,6.140410177
5.729194275,700,5.740356603,5.387397766,5.783593945,5.47153759,5.729194275
5.776939777,701,5.826011391,5.1806283,5.713994996,5.391741276,5.776939777
5.719728272,702,5.735576002,5.460557461,5.721597357,5.857728958,5.719728272
5.694717584,703,5.736832668,5.856348038,5.41622691,5.254034996,5.694717584
4.963894905,704,4.973385402,4.983128071,4.906867887,5.118072033,4.963894905
4.896925355,705,4.874450824,4.9489851,4.999436214,4.798729897,4.896925355
5.63015205,706,5.633426446,5.374659538,5.697852662,5.472960949,5.63015205
5.318326051,707,5.297467574,5.630950928,5.325362971,5.43680048,5.318326051
5.777955617,708,5.769674932,5.637276649,5.869012224,5.624637604,5.777955617
5.561083225,709,5.543983719,5.78340292,5.578174026,5.142631531,5.561083225
4.625358355,710,4.568504611,5.206863403,4.734743344,4.996519566,4.625358355
7.198649123,711,7.133560474,7.67147541,7.388179826,11.5336647,11.5336647
6.365599088,712,6.48360698,5.902497768,5.890590768,6.322665691,6.365599088
5.256529377,713,5.231576644,5.411564827,5.337932179,5.271524906,5.256529377
6.122682388,714,6.164690622,5.898955345,5.973214116,6.021330357,6.122682388
5.064748693,715,5.025275271,5.427412033,5.154385714,5.524001122,5.064748693
4.995649472,716,4.974675918,5.435788155,4.960795573,5.147273064,4.995649472
5.238965088,717,5.244596637,5.25617075,5.203194978,5.164850235,5.238965088
5.889125424,718,5.794493813,6.46626997,6.201445791,6.219216347,5.889125424
5.582222875,719,5.644652521,5.252880573,5.359045574,5.086984158,5.582222875
4.993857116,720,5.020778546,4.585487366,4.986399348,4.075501919,4.993857116
5.017106331,721,4.969773754,5.044148445,5.260532663,5.152095795,5.017106331
4.972778722,722,4.96051605,5.023244858,5.021357478,4.53753376,4.972778722
4.902060036,723,4.861387652,5.140801907,5.039398674,5.035671711,4.902060036
5.247188218,724,5.287890025,5.10147953,5.078681359,4.972148895,5.247188218
5.562692269,725,5.574492077,5.668564796,5.464469037,6.181919575,5.562692269
5.348931095,726,5.359207305,5.389043331,5.280753778,5.174936295,5.348931095
4.811105286,727,4.79042832,4.926421165,4.882943754,4.493412971,4.811105286
5.915843637,728,5.905325594,5.981671333,5.949997342,6.366945744,5.915843637
5.706643573,729,5.712801008,5.505090714,5.740988126,5.346341133,5.706643573
6.410427717,730,6.357303766,6.994703293,6.49899689,6.667930603,6.410427717
5.213684989,731,5.186201169,4.997910023,5.432190369,4.393162727,5.213684989
5.702557149,732,5.696490151,5.559961796,5.782446252,4.874010086,5.702557149
4.809808387,733,4.782058434,4.977057934,4.90205831,4.92461586,4.809808387
5.96511716,734,6.017976849,6.393821239,5.540297462,5.699257374,5.96511716
5.67844077,735,5.670400968,5.801633358,5.680255439,5.604920387,5.67844077
6.115361512,736,5.976018649,6.097727299,6.864401482,6.927842617,6.115361512
6.701205775,737,6.668944818,7.125582695,6.731805239,7.665121078,6.701205775
5.47312827,738,5.423593268,5.769690037,5.638460944,5.789931297,5.47312827
5.801023836,739,5.819780536,5.604795933,5.766397447,5.580760956,5.801023836
5.331219172,740,5.328841294,5.334713936,5.342736223,6.354345798,5.331219172
6.187877158,741,6.2158688,6.061864853,6.080592423,6.041202545,6.187877158
5.984699975,742,5.994038959,6.035481453,5.91796482,5.623744011,5.984699975
5.007285511,743,5.001849136,5.116449356,4.999891484,4.976446152,5.007285511
5.302057604,744,5.323356434,5.216763496,5.216895171,5.214795589,5.302057604
5.682472028,745,5.658892275,5.735435009,5.790576422,5.358321667,5.682472028
5.876204282,746,5.909943034,5.975245476,5.663250417,5.556668282,5.876204282
5.695534779,747,5.725427175,5.554699421,5.583053829,5.1553545,5.695534779
6.032087571,748,6.06295829,5.908689022,5.908576623,5.555213928,6.032087571
